profile_id,profile_text
-1482,"We are graduate students studying business at USC. We love meeting new people, exploring the rich culture of places we visit, and eating the best food. We are music lovers, and yet we're mostly vegetarian. We love to travel and we're very active on the local pool scene."
-1481,"AirBnB for 'new' travelers: traveli comes to Nashville (TN) in January 2019 and meets the new people traveling to our great city. As you will soon discover, when someone can stay at their home - they can stay at yours."
-1480,"We love traveling with our family as often as we can and we enjoy hosting guests from all over the world on our home, so please reach out to us if you need recommendations to go places we aren't able to go."
-1479,"I have been living in SF for almost 40 years. I go out of town a couple times a year, and I think I need to rent out my house to split time between my kids and I."
-1478,"I'm Anish and I live in Chicago! I love to travel and I also love hosting people, I have a great team of employees that go above and beyond to ensure your stay is wonderful. Come visit me and look forward to meeting you."
-1477,"I am a mother of two wonderful grown up kids. I am from Illinois but lived in Texas (St Bernard Park, near Morgan Park), Arizona, and Colorado. I work from home, managing apartments for three years and am new to Airbnb. I enjoy traveling and enjoy hosting.  I love staying active and going places that are far away from home."
-1476,"Yes!   I am a licensed Las Vegas real estate broker, and I am an Estate Broker in California!I am a friendly, outgoing person that is courteous and accommodating.  I love doing home improvements on my residences.  I enjoy sharing a little of my home with people from all over the world.Look forward to meeting you in Las Vegas!!!"
-1475,"We are a warm, friendly and fun couple from Austin, Texas. We love traveling, exploring new places, and sharing food and places with others. We use AirBNBs a lot, when we travel to new destinations."
-1474,We are two non-smoking artists and an avid traveler. When we travel we like to have a custom travel experience that combines all our favorite things. Instead of just a night in a hotel room we host a club and wine tasting event to experience the culture of the city we're visiting.
-1473,"Hi!I'm Rachel.I'm a genuine fan and living my best life with all this, I've a good idea of what makes others smile and glad. I love hosting and meeting new people. I love spending my time reading, eating and traveling. I love to host and I love to help you make this your favorite place on earth :)"
-1472,I live in west lon ve with my family and love the beach and nature. My background is in hospitality and interior design so we are giving suggestions for activities and relaxation spots in the area.Welcome to one of the best places to stay!
-1471,"I am a retired REAL ESTATE Broker and just moved to Las Vegas from OKC to be closer to my grandchildren.  I have been renting out my spare rooms for several years now, and have been a very good host.  I hope you feel at home in my space. - Marlene"
-1470,I'm a health-food enthusiast who enjoys traveling around the world. I live pretty simply and LOVE the quiet and quiet peaceful feel of my place. I'm always happy to make suggestions asI'm always eager to meet new people!
-1469,"I am a normal, down to earth person who love to eat, drink and be merry. I always prepared something from scratch to enjoy and consume in the restaurants that I frequented. My bar  is a private establishment that is very spacious and well kept."
-1468,"I'm a single father of a 12 year old twin boys. I'm passionate about the arts, always working in the field and passionate about supporting the area artists and fine artists in my local community.  I love to dance, hike, and otherwise indulge in outdoor activities."
-1467,"I am a little laid back, married, and love entertaining. I love to travel and I have hosted international students for international students in the past.My mom, Ximena, and I always appreciate people!"
-1466,"Plantronics and Lawn and Garden are the tenants in my beautiful rental homes and catering to individuals in Jacksonville and Long Island, New York, for the past 15 years.  We hope our rental homes and spaces are welcoming and we pride ourselves on providing personalized, high-end service to our guests and strive to exceed the expectations of our customers."
-1465,"I'm an artist, and my career has really taken off since moving to Tucson. I moved here from the East Coast 20 years ago, and have truly gotten to know the region and my surroundings."
-1464,Me and my girlfriend go traveling everyday.  As tourists we understand what a backpack is and how to go about it.  Travel is life and we want to enjoy our time getting to know the place and making memories.  Hope you have a wonderful stay with us.
-1463,I am a designer/architect who works in the construction industry.  I love traveling as well and I'm passionate about using airbnb when I travel.My life's motto is ' To each one according to his labor; unto each according to his work.'
-1462,I was born and raised in Hawaii but have lived in the Seattle area for the past 20 years. My husband and I have a son and a daughter. The family loves to travel and has had an apartment in Nice France for many years.
-1461,We are a Family Owned Air B and B x Bed and Bath as well as a Management Company. We own we Villa as well and host a collection of Villa's from around the United States as well as the Coast of Mexico.
-1460,"We are a couple with a joint allergy & asthma and love walking around the high desert of Tucson, Arizona. We're have live here for more than 30 years and own a small hospitality business."
-1459,"I am a mother of two adults and father of 4. I am an entrepreneur and love business.I'm originally from New Hampshire and now reside in Hendersonville, North Carolina."
-1458,"I am a general contractor and automotive engineer. My wife, Tara, is a cosmetologist and we have 2 kitty cats: Tyson and Mitchell. We love to watch movies and eat out and are happy to share our home with you."
-1457,"Hi! We are Sun & Moon Luxury Retreats. Our mission is to create blissful, simple and genuine environments that bring out the best in our guests. We hope you will find our homes a delight to stay in and feel at home."
-1456,I am a world traveler who travels with family on business and pleasure.I'm originally from NM and I moved to LA in 2013 to be closer to family.  I am the oldest of three and have a gorgeous son with crazy hair.
-1455,"We are a clean and laid-back couple. We love to have adventures with friends and family. I work for a non-profit that provides clean, safe and affordable housing to low-income residents. We are easy going, but respectful of others and their space."
-1454,"We're from Argentina, have lived in the Houston area for a few years and completely fell in love with this place. We moved to Fort Worth at the beginning of 2016 and fell in love with the surrounding places. We like going hiking, go golfing, go sight see, eat out and relax at the beach."
-1453,"I am a chef, originally from Nigeria. I have lived in Portland for nearly 25 years. I own a restaurant in Washington state. I have had the pleasure of hosting at my guest house in Hyde Park for over 10 years. My goal is to make your stay memorable."
-1452,We are a couple who loves to travel!  We have stayed in many AirBNB properties and have truly found the best.  We look forward to welcoming you and sharing the best of Austin with you!
-1451,I am a CPA in the tax and property planning field.  Originally from Omaha Nebraska but moved to Charlotte NC at the end of 2013.   I like being around nature and people.  I also enjoy hosting events for friends and family.  My motto is to enjoy life to its fullest!
-1450,"I'm a film producer, musician and self taught moto-moto rider. I love the outdoors, good food, free time to read, walk, exercise, suntan, hike and travel. My wife, Jan, and I have lived in South Austin for over 20 years and speak 5 languages. We enjoy taking on the backpacker trail."
-1449,We are Filipinos living in the US. We love to travel and meet new people . We love to eat well and live happy. We hope you will enjoy your stay with us in Albuquerque.
-1448,"I am a Southern gal who loves to spend time with my family.I'm handy with a knife, handy with a hammer and enjoy other types of outdoor activities. If we have a special occasion it is a party in the middle of nowhere."
-1447,"Hi, I love traveling and meeting new people. I have been in the hotel industry for over 10 years but recently have started my own boutique hotel. I designed and built my boutique hotel to cater to all tastes and interest.I'm excited to be a part of the Air B&B community and I look forward to hosting you."
-1446,"i have been living in  18th floor upper floor for 12 years & enjoy meeting new people.i love to make people feel right at home.i love to go out and eat, walk, read, & spend time with friends & family. i am active and love running and biking."
-1445,"The property in question is a beautiful great home in Peoria, AZ .   Easy access to I-40 and Phoenix area.   Close to the zoo and AT&T road.  We love to travel and we are so excited to share our beautiful home with others that travel with us as well!"
-1444,"People and a little hobo that I share my home with.  I really do enjoy hosting travelers from all over the world, it’s something I've always loved to do. Bringing a little color to my home and giving extra love to my home, I hope you get a little memento of my adventures!"
-1443,"I am a retired 72 year old teacher.  My husband of 62 years, (clayton), and I love travel and our home.  We use Airbnb for our home since we both love the lifestyle.  We live in Northeast DC, with our dog (Ruby), cat (Cassandra), grandson (Kendrick), and four little kids (who are now grown)."
-1442,"I'm a young, active professional that enjoys traveling and activities all around the world.I'm a large space traveler and would like a safe, peaceful place to stay. My family is my top priority and we try to treat our guests right. We have found a home that we love and hope you will too!"
-1441,"Hello,I'm the property manager for this apartment. I am a local B & B Agencies. I purchased this multifamily residence in 2014. I have a full time Maternity/Womens Care Gyn. I am looking forward to hosting you."
-1440,"I am a musician and a mother, I have 3 kids , a 4 year old, 14 month old and a 1 year old. we love traveling and meeting new people we are hoping that we can make a difference in people's lives by making their travels and stay more fun and safe for them."
-1439,"We are fully-flavored people looking to spend the most part of our time in our beautiful, calm home and we greatly appreciate that others would like to host our home when traveling or exploring the world. In that respect, we also take pride in the level of service we give our guest."
-1438,"I would love to be a great host. I'm an outgoing old hippy male that lives easy and happily with his beloved Rugrats. My wife, Pam and I love to travel and are always trying to get away from home. We are looking forward to more adventures together and meeting new people! And we love hosting :)"
-1437,"Astronaut, Mother and Creator. An artist, Former Capri Intern, current Test Pilot. I am also a skydiving instructor. I love to travel and have been to over 27 countries and counting.  If you are looking for a reason to visit, I have lots of suggestions!"
-1436,"Hello!  I work in higher education,  I'm originally from Queens, NY but raised in Cuba before moving to Tucson in 1990.  I also have an incredible daughter and brother.  I enjoy reading, programming, traveling and meeting new people."
-1435,"Family fun, love to love life, we like to be out and about as much as we can be. My husband is retired and we both enjoy travelling and being outdoors."
-1434,We are a family of 6 with a home office and a professional line manager. We are active in the Charlotte community and socialize with our neighbors all the time.
-1433,"I am a single mother working hard to become a faculty member at the City College of Denver. I love being outside, the great outdoors and creating a beautiful, safe and cheerful atmosphere for the people who visit the Denver area."
-1432,"I'm a traveler. I love the idea of a home, so I want to share my home with others. I'm social and I make friends easily. I like to laugh and be social."
-1431,"We are Mark and Sandy. Born and raised in Southern California, but reside mostly out of our state of California. Nickname is 'Guy 3' I'm the guy with the mystery Airbnb handle. My nickname is probably a little cheesy, haha."
-1430,"Danni and Jason are the owners and operators of Modern Meadow Single-Family Home Park on Downer Terrace. We are close to all the town of College Station has to offer, and our exotic garden is also great for enjoying.We enjoy doing weddings and parties in the luxurious atmosphere of our pied tent, furnished living space."
-1429,"Marcia and Roy are hosts in West Berkeley, CA.  We have lived in Berkeley for 30 years and enjoy sharing the beautiful City & the nearby beaches.  We're a  polyglot and know the best places to eat, drink, and explore the area."
-1428,We are a husband and wife (not related).  We met in Atlanta and brought a daughter to our house.  She is now 6.  We’re here for all y’all.  We’re here if you need help with anything in the house!
-1427,Stephen W. is a professional who works in the film and television industry as an editor and makeup artist. He is originally from Minnesota and has lived in Los Angeles for the past 28 years.
-1426,"Recently moved from San Francisco to the beautiful Boston area. I live with my mom and sister, but have been here for 6 years now. I love music, food, travel, sunshine, travel... always looking for local spots. I really enjoy hosting."
-1425,"I am a man of many things. I teach, I earn a living. I take pride in my home and I love my family. I have had every service station on this property serviced since my wife and I purchased it. And it came out like new."
-1424,Very humble professional working in educational technology. Enjoy traveling to the Caribbean and at the end of the year like to learn about new food and new places to eat in new places. Also love to spend time with family and friends.
-1423,"I am a 5-star Airbnb SuperHost in true Bel Air style! I put the guests first and work for a fantastic company called 'SpaceFILLED'. Anyone with an Airbnb account, can book with us and get FREE SHIPPING around the US or the world!"
-1422,"I am an educator at a public high school.  I speak Spanish and speak little English.  I love to travel, hike, and explore, but also live by the Golden Rule - treat people the way you want to be treated!"
-1421,"I am a midlife professional and mother, who lives for the mountains in Cresson CA. We want to create a cozy environment to welcome you to an Airbnb and enjoy your stay."
-1420,I'm an airbnb host and frequently use airbnbs. We have many properties that serve as «adavantages» to our home that provide space for vacationers to relax and unwind with friends and a movie.
-1419,"I own a photography production company and also do photo seminars all over North America. My photos have been published in Vogue, Spain and Laura Zielins Photography Magazine, Australia. I am so satisfied with my company I opened a gallery in my home."
-1418,Hi I am Leigh.I like meeting new people and traveling to different places.I'm work full time.I'm very sociable. I also love the ocean.I'm way too tired so please dont sleep in the bathroom :)
-1417,"I am former Naval employee who loves learning about new places, new experiences, new people, new ideas and new places to visit. I love to travel and to explore. I am an avid outdoorsman and conservationist.   I grew up on the East Coast in a low-key family but I love to explore."
-1416,I am an ESY scholastic (education specialist) educator in the Detroit Public Schools. I recently graduated as an associate from Wayne State University with an Edgemont Leadership School of Education graduate program.
-1415,"My name is Robbie. I have lived in Nashville for 15 years. I graduated from Sam Houston State University with a degree in biology. I love to work out, read books and watch basketball. I'm only half English. My second language is Italian."
-1414,I am a  Public Relations professional working in the education field.      My goal is to help parents with their child stay. I will go above and beyond for my clients.    I pride myself on providing excellence at a good price. I live by my word! You will always be able to speak to me.
-1413,"I was born and raised in South Texas and I love it here. It is a very loving place. My hobbies include fishing, blacksmithing, fly fishing, and other outdoor activities. I love to travel and hope to travel much more."
-1412,I love traveling. I don't get to do a lot as a non-offical house guest except for work travel. I'm frequently traveling for business. I'm a Grandmaster of dog agility and rabbit agility and I'm doing individual agility. I love competition and physical activity. I was trained by Marcel Guipichon and he's now dead so I figure I'll keep practicing.
-1411,I own a small renovated interior design company called Casita 15 and own an 80 year old building in Canoga Park! I love to travel and especially get to see the world!
-1410,I am a person who loves to entertain and likes to create and create while entertaining.  I am a chef and have done a lot of traveling as well as hosting. I love having people around and encourage that they share a lot of great things about this area with us!
-1409,"Hi I'm Evonne..I'm a very sweet , fun , and friendly lady..You will enjoy your stay in my guest house..I have lovely home and would love you to stay here if you are visiting Phoenix area..Your  on the easy . Check out my life on (Hidden by Airbnb) Feel free to contact me anytime if you have any question"
-1408,Hi my name is Mark!Nice to meet you!I love to travel and host :)I am open and honest with my guests and use very high quality standards in my home. I look forward to hosting you :)
-1407,Hello Airbnb!!! I love traveling and trying new foods. I'm a US Navy Veteran and Single father. I really enjoy meeting new people and I look forward to seeing you at my home :)
-1406,Live at home on beach and spend the time when I travel. Vegan/Vegetarian. Love the outdoors. Chubby 3!P.S.G was 2 years ago!The space looks from a 3 minute drive but from the guest space!
-1405,"I'm a family oriented person. I enjoy a large social circle of friends. I love to be out with my family, cooking for friends, day dancing with friends, travel and spending time with loved ones."
-1404,Hello I'm Cody this is Anette and in my opinion you wont regret making a reservation with me. I'll make sure your stay here is second to none.Because of this I'm offering this as an affordable alternative to owning your own home. Rentals can range from $50-$60 with discounts over 50%.
-1403,"I am a retired medical school professor, and my husband, Arthur, is an artist and architectural draftsman. We love to travel and we love good food.  We have two children and a grandchild."
-1402,Hey there! My name is Sarah and I am an editor here at Vice. I love traveling and hope to be my hosts as much as I am yours in this space. Please let me know how I can help you make the most of your time in San Francisco. Cheers!
-1401,"My name is Jordan McKelvey, and I live in Arizona with my wife and 4 children. I have been a realtor for the past 13 years in this great area of Arizona called Historic Eileen. I enjoy traveling, skiing and snowboarding on the awesome Great Arizona Trail, and spending time with my sweet husband."
-1400,"We're long time Floridians and Chicagoans, so we look forward to hosting you in our home.  We moved here a few years ago, just loved how great this city and neighborhood is (see house photos!), but have also continued to enjoy its fascinating history and flavors."
-1399,I live in Atlanta and ride my bicycle most of the time. I am also one of those hip and flexible people that go out of their way to make sure you have a comfortable stay.
-1398,I'm a native Oregonian. I love Eugene and love to explore new places. I've built many of the houses in Eugene and I love to take my boat on the Willamette river.
-1397,"I have lived in Nashville for my entire life. I am an easy going and easy going very down to earth person. I enjoy meeting new people, driving new cars, experiencing new things,  and indulging in new experiences. I thrive in travel and would love to host on the weekends."
-1396,I am a medical student who's excited about his studies. I love to travel and meet new people.I also love sports. I have a great roommate who helps me fix my bikes.
-1395,"Greetings!My name is Scott and I'm the owner and operator of Moon Shoes and I work closely with Scott, Kaylee,  & Matt when it comes to leasing our homes to guests.You can usually find me out and about enjoying our condos or hosting coffee meetings and live music with our great team."
-1394,"I work as a social worker in state government in NJ.  Our lifestyle in NYC, we live like gourmet. If we are hosting an event, I'm the one to put ingredients in a dish and make my guest look professional and caring!"
-1393,"My wife, Marisa, and I are Vancouver natives and therefore familiar with the area. Our nice spacious detached home (next to our guest house) is now available as a very special opportunity to come back to this beautiful city."
-1392,I'm from Venezuela but I've lived here for 40 years and my husband and I love having guests.  We want to make our home special for guests and maybe make some new friends for life along the way.
-1391,"Born in Rome, I grew up in Italy. Studied abroad in Spain and Cambodia and returned to the US in 2010. I work in tech. I love meeting new people and I enjoy doing exciting and interesting things with life. Love sports, fun and life."
-1390,"I am a professional cook who loves to travel and meet new people. I am also a foodie and enjoy different cuisines. If the budget allows, we will travel with something in the $40-$50 range.  We look forward to hosting you and your family!"
-1389,"My wife, Libbi & I live in a very friendly apartment complex with other luxury guest accommodations.  We are happy to be able to offer our entire home for your stay! A smaller unit is located directly across the street from our main residence.  We are also available by phone if you have any questions or needs."
-1388,"I've lived in Denver for over five years now and love this city. I enjoy enjoying the outdoors, concert, sporting events, and hanging out with friends. I'm huge on social media, I'm a part of the Startup Iceland community, and a Denver Art + Culture Ambassador."
-1387,"Originally from upstate New York, but have lived in California for 15 years now.    Love hosting and traveling.  If you need recommendations on local attractions or a good dive or good restaurants, I'm your man.  I really enjoy meeting people, making friends, and of course making new friends."
-1386,"Am a cultural historian and ethnography scholar living in Mount Vernon. I've lived in Minneapolis, the Southeast, and South Africa and I've studied with ethnographers and cultural anthropologists around the world.  It's my pleasure to welcome you to my neighborhood and to the Twin Cities."
-1385,"I am a former Chicago Fire firefighter that has had a wonderful life. My husband and I have 2 dogs, Mandi and Zoey, and we enjoy dogs and cruising the UK.  We both love our condo and can’t wait for you to enjoy it as well!"
-1384,"We are a professional couple from Switzerland, living in Las Vegas since 2010. We enjoy traveling, seeing different sights, enjoying new food and meeting people.  Most of all we enjoy the chance to travel and to experience other cultures."
-1383,"Hello,I'm an apartment owner looking to rent out my apartment.I'm new to airBnB and would like to make every place I stay a nice experience for those visiting area.I'm a hockey  fan and travel for work. I have a good heart and don’t smoke.I'm very laid back and hope you like staying at my place!"
-1382,Live and Let Live!!! We have been married and divorced for over 35 years. We enjoy good conversation and meet new people. Hope we can make you feel comfortable and relaxed while in our home.
-1381,"I love to travel as I have a large family. I don't spend most nights in hotels but when I do I only stay in a couple because I enjoy having a luxurious, clean, and comfortable environment. I look forward to providing a great home to guest who can visit San Diego as often as possible."
-1380,"I am easy going and I love food and drink.  I work in the luxury hospitality industry as a Chef and live, eat and be merry with my nice co-workers as well as my lovely wife and daughters.   In addition, I have been a venture capitalist for four years and am a co-founder of a portfolio of companies."
-1379,"I love Dallas. I'm an artist, an entrepreneur and love to travel, explore, try new restaurants, meet new people and make new friends. I've been to over a hundred countries and multiple states with my family and friends. I like to learn about new cultures and people. I always try to stay fit."
-1378,"State Dancer /Work since 50 in the music industry, big on dance therapy, love exercise as a form of meditation, love dogs (if I had time, I'd rescue one someday), love cooking new recipes for my husband and family."
-1377,"We're a music producing family who love to travel.      When we do, we prefer accommodations to motels.  We stay in airbnbs and travel in general when we have the option.   We're travelers, not tourist."
-1376,"I have hosted guests in my home for the past 10 years, all people from different backgrounds and cultures. I have a 5 year old son. I speak English and Spanish and some Persian. I look forward to hosting you as well."
-1375,"Friendly, outgoing, down to earth. I travel often for work, family and like to meet new people. Always an open invitation to have a beer or better yet two if you like. I have a really good sense of humor and enjoy living life to the fullest!"
-1374,"We're a family of six: my wife, three children, and a dog.  My wife is the one who, in the future, is in charge of the group.      My husband is an engineer and builder and has a green thumb.  He likes running, cooking, and being in nature."
-1373,I am a former corporate executive turned restaurateur now we are an Airbnb family. My husband and I live across the street from our guest house and look forward to hosting you. We live to travel and we love the unique aspects of a good Airbnb. We like interacting with our guests and meeting new people from different backgrounds.
-1372,Hi! Welcome to our home! I hope you enjoy your stay in Colorado Springs. I'm an avid AirBnB host but also a proud Southern Californian and enjoy sharing our city with everyone that visits. Thank you for choosing my home!
-1371,I'm in the technology industry. I love hospitality and I love food too. My 'private room' has private bath. I usually rent 3-4 private rooms out of 5 on Airbnb.
-1370,"Mother of three amazing grown children, Grandmother of 5 great grandchildren. Traveling in the world is my passion. You can always find me traveling for work, pleasure, I'm at work all the time"
-1369,"We are a family that loves to travel and experience the world.  Andrew is a high school Education teacher and living on his own.  His wife, Tamar, is a cat person and enjoys giving air bnb stays to cats and now hosts theirs.  We also have grown children and a Retired Air Force Officer."
-1368,I am an Adventure Traveler who loves to explore and see new places. I am 5 years back into Airbnb so welcome to my home and thanks for your stay.
-1367,"Hello, I'm a doctor in Houston, Texas.  A few years ago, I met an awesome woman who is a nurse and I started a long-term relationship.  We love to travel, often to Mexico or Hawaii, and continue to see each other.  We have three grown kids and 2 grandchildren, two dogs and a cat."
-1366,I am a nurse and for over 10 years have worked as a nurse manager at my local hospitals.  I have been immersed in the hospitality industry for 18 years and it gives me a great appreciation for other cultures and their food.
-1365,"We are a husband and wife couple that love travel, meeting new people, making beautiful moments out of moments.  We love to host guests in our home,  but we're also social and work from anywhere.  Our home is truly magical and blessed, and we love creating a welcoming atmosphere."
-1364,"I live in Santa Monica with my husband and 5 year old daughter. I love hosting visitors and doing construction. We live right next to La Cienega beach, which is the only beach in Los Angeles worth going to. I love to explore the beaches, books, and foods around the world."
-1363,"Hello, I'm Kendra. I'm a mom, born and raised in Westchester, CA, I live with my great daughter in Burlingame and we're free spirit couple who loves to travel and just love meeting new people!!!"
-1362,I am new to hosting and would love to meet new people from all over. My goal as a host is to make new and unforgettable experiences while maintaining a beautiful and quiet environment. I hope to make your stay memorable and enjoy your stay with us!!
-1361,We are a young couple with three young children.  We have lived all over the world but our roots are from Michigan.  Our Travel plans are for many more besides but we plan to travel and explore new places one day.  We don't mind long drives and sometimes we are also happy to be able to take the scenic route!
-1360,"About me: I'm originally from a small town in upstate New York. I have lived in Fort Lauderdale, FL for the last 22 years. I work in the economic development world. I like to dance, golf, travel and live like a local. I'm also a 'traveler', which is basically a regular person traveling through another region."
-1359,"I am a social worker with a social conscience, My practices are mainstream therapeutic-based and include CBT (Cognitive Behavior Therapy), CBR (Counseling and Relationship Therapy), and EFT (Electro/Fluorodiet). I work with the autistic spectrum. I am easy going and am able to appreciate others with a range of attitudes."
-1358,"I am a licensed real estate broker in Oregon and Idaho.  I operate three apartment communities in Northeast Portland.  Also a Portland real estate agent and co-founder of Enthusiasm Capital, a private equity firm.  My firm invests in small businesses.  We have office in Portland, Auburn and Tualatin.  I'm also an AirBNB host!  Come on over!"
-1357,Local former corporate attorney and construction manager - Professional Experience. We love travelling - we are also online travelers.  Enjoy using airbnb because it allows travel to be a social activity not just a souvenir.
-1356,Mother of 3 lovely young children. We live in Chicago and use Airbnb for trips abroad. We love sharing our home with guests and doing our part to keep our family intact
-1355,"I'm a professional musician and teacher.Am a good person, believe in integrity in life,  Love God & Love people.Loves New York, Las Vegas, Jerusalem and everywhere!Would make a perfect guest of any sort or anyone!Please feel free to contact me any time for any need.Please respect my home and my guest space :)"
-1354,"Hey!I'm a full-time professional that grew up in northeast Ohio, but spent the first ten years of my life in Nashville, TN (and I still call Music City my hometown).I'm extremely friendly, easygoing, organized, and personable, a very down to earth, and genuine individual! I look forward to meeting you and hearing your story!"
-1353,"Living in Boston, I have the best of everything! I enjoy travel, running, biking, wine tasting, ice skating, and anywhere I can find an outdoor activity. I love to create and connect with friends, family and my guests. I am a very clean and respectful guest who has a great sense of humor."
-1352,I have traveled all over the world and am looking forward to going to the Pacific Northwest. I have had guest stay at my home and wanted to offer my place for others who want to have a nice private or private space for travelers and students.
-1351,I travel a lot as a guest and I understand a lot of what this hosting model entails. I travel to Indonesia a lot for my work and this opportunity was afforded to me by my bosses and Airbnb has allowed me to be a better host. When I travel I like to experience the locals and their lifestyles.
-1350,I've traveled to 57 different countries and counting!I'm passionate about meeting new people and having authentic and meaningful experiences. I believe each journey begins with intention and I aim to improve every single day.
-1349,"Hello, I live in the area called Overton Park. It is really close to Martaie and the museum. There is no need to worry about a long break because I have lots of places to stay you only to know me from the bikeshare (,For bookings or questions, ask me at fastatroute (.)"
-1348,"My name is Ibrahim I am from Egypt. I work hard full time. I sleep very little but I enjoy other activities like swimming, volleyball, running etc. while traveling so I can have rest. I go to school for English, Arabic and my master degree."
-1347,"I'm from Jersey, attended Purdue University and graduated from New Jersey's Oakdale College in 2010. I currently live in the neighborhoods of Pequot Lakes and Raleigh, NC, with my husband, about 4 years old (born in 2010)."
-1346,I'm a tailor who specializes in womens clothing. I had the great fortune to vacation in Bali several years ago and I still have all my clothing there. I have had the best hosts there and nowI'm in a position to go to the islands with AirBnB.
-1345,"I love to travel with my family, hiking, local art and coffeeEnjoy using airbnbSign up for my weekly information, my email is on the top righteasy to reach"
-1344,@Dan & his sister @ajazara welcome to their cozy house in cabbagetown!! You will love it as well check out their ' ukulele' we have a swim. everyday peace & happiness Blessings to you!!
-1343,"We are A+++ Furnished Home, located in Belmont Shore.Let us know how we can make your visit wonderful.Always a message will get a response. we love meeting new people.We are located just 8 mins. to Louisville Airport, 27 mins. to Louisville CBD and close to I-64 and NCR/Nashville interstate."
-1342,"I am a SC & VA firefighter, and my husband is a retired security guard. We have been married for more than 20 years now and have two boys. We love to spend time with our kids and love to travel. We hope you will enjoy your stay with us."
-1341,"Hi! I'm Jim. The first time I laid eyes on Sophia, my mutt that I adopted over 5 years ago, I fell in love instantly. I am a commercial decorator and a musician. We both love to travel and are really cool about taking time off work for a ride in a new car or plane!"
-1340,"I have lived in Modesto since 1999 ( initial move-out) and love it here. The people, the weather and the city are cool. The neighborhoods are diverse and always full of life. The best things about this town are the parks, beaches and friendly people."
-1339,"We are a family of two boys, two dogs, 25 acres of land, we have one big lab who is still in school, and we have two chickens. Our home is a rustic space but easy going and fun."
-1338,"I am a realtor and part of my passion is doing architectural design. In my spare time I play music, read, walk to the park and surf. I come to the house on a daily basis to say hi and have fun. I do my best to take advantage of my FREE time during the day to meet new friends."
-1337,"Proud  Maritimer!Outdoors enthusiast; love to ski and snowboard for fun and adventure.Looking to host people that are exploring Las Vegas for fun and adventure! No smoking, no drugs!"
-1336,"HiI'm Christine,I'm an avid sports enthusiast and Chef.I'm a life and career coach and I love giving people guided experiences that will instill a smile or an understanding look into their life."
-1335,"I'm extremely happy man and hope this world meet for the first time  in the future. Have such a good friend in me, it helps me to be a nice guy to you."
-1334,"I love travel, dining out, reading, listening to music, pretty much anything, and am always on the go for something. I try to connect as best I can when I travel; interviewing people and checking out new restaurants. I love a fun and interesting place to stay and to be myself."
